,Order,File_Type,SKU_number,MarketingType,ReleaseNumber,New_Release_Flag,StrengthFactor,PriceReg,ReleaseYear,ItemCount,LowUserPrice,LowNetPrice,SoldFlag
9014,9285,Historical,60066,D,5,1,1931206,243.95,2007,34,148.83,29.96,1
27837,28445,Historical,650226,D,0,0,1573560,124.8,1999,21,74.92,93.87,0
13118,13469,Historical,618660,D,2,1,1284201,35.0,1999,71,30.07,9.49,0
26675,27262,Historical,110971,D,5,1,76941,99.95,2007,55,92.99,67.95,0
68056,76059,Historical,2031001,S,2,1,2107775,189.0,2008,15,68.93,26.51,0
60149,67044,Historical,635533,S,1,0,13027,150.0,2013,87,0.0,76.97,1
2814,2939,Historical,608455,D,9,1,491597,143.95,2007,39,31.21,23.57,0
52097,58099,Historical,113499,S,2,1,1435691,113.0,2001,19,86.49,81.25,0
62709,69961,Historical,705349,S,2,1,1630547,101.47,2005,21,4.98,73.26,0
13806,14165,Historical,224500,D,5,1,2427690,68.95,2003,28,38.94,19.04,0
60263,67178,Historical,616981,S,8,1,1030531,96.0,2002,32,63.99,41.97,0
23508,24033,Historical,164815,D,1,0,1593257,12.99,2007,29,67.57,11.0,0
17588,18007,Historical,108759,D,4,1,318616,52.99,2005,35,208.7,52.27,0
58281,64927,Historical,877117,S,4,1,4074705,56.6,2003,120,55.89,4.24,0
9509,9788,Historical,51773,D,4,1,500337,342.95,2000,106,140.44,18.9,0
59133,65897,Historical,776290,S,3,1,1022475,43.95,2009,41,20.99,12.93,0
44403,50257,Historical,533693,S,4,1,47041,226.4,2012,110,40.17,58.85,1
16229,16623,Historical,202226,D,1,0,1028762,132.95,2001,24,52.98,72.98,0
46186,52064,Historical,618639,S,2,1,129966,69.0,2004,66,42.99,18.99,0
46110,51988,Historical,193538,S,2,1,2514131,146.0,2007,21,200.41,34.14,0
69921,78193,Historical,455650,S,2,1,228183,154.95,2007,46,44.33,58.33,0
33441,34193,Historical,147482,D,7,1,686024,76.95,2007,155,84.69,11.87,1
15941,16333,Historical,906086,D,4,1,1549275,74.95,2003,21,27.34,74.37,0
42858,48692,Historical,147612,S,6,1,492717,87.95,2010,88,32.91,10.91,0
17473,17888,Historical,901306,D,2,1,3616896,119.95,2006,14,98.71,40.88,0
66728,74532,Historical,3068155,S,7,1,718010,53.95,2000,42,23.89,20.31,0
57943,64537,Historical,1446656,S,2,1,163762,39.95,2013,30,33.86,23.65,0
58005,64614,Historical,402369,S,3,1,40505,32.41,2002,20,49.93,24.54,0
49904,55841,Historical,293363,S,3,1,533012,54.0,2009,37,20.26,23.75,0
21436,21926,Historical,118868,D,12,1,323254,146.67,2007,84,77.99,15.99,1
42506,48323,Historical,564806,S,2,1,534767,41.95,2010,24,41.58,35.1,0
53261,59337,Historical,106869,S,2,1,77286,22.0,2011,62,0.0,0.0,0
18435,18867,Historical,545636,D,2,1,55120,117.95,2012,76,57.99,66.68,0
40451,45347,Historical,897866,S,2,1,3825495,109.99,1998,12,61.27,42.99,0
30581,31254,Historical,609874,D,10,1,13326,139.8,2013,135,26.54,31.99,1
30702,31377,Historical,772023,D,7,1,641733,121.95,2006,55,53.09,42.31,1
7772,8024,Historical,174414,D,2,1,881443,74.99,2006,31,45.75,10.71,1
5329,5553,Historical,55470,D,2,1,1512877,49.95,2005,61,17.46,6.95,0
73009,81679,Historical,339965,S,3,1,572714,65.0,2010,83,22.0,40.36,0
7218,7457,Historical,607670,D,6,1,1896098,95.2,1999,41,111.07,14.99,0
3796,3999,Historical,872135,D,3,1,2847498,80.99,2002,39,108.77,78.87,0
47421,53320,Historical,60507,S,4,1,712414,93.0,2001,59,78.98,20.98,0
47789,53693,Historical,528730,S,6,1,1636314,102.95,2007,34,58.98,23.9,0
37521,40814,Historical,761259,S,31,1,8277712,58.95,2004,15,0.0,12.49,0
59103,65865,Historical,132535,S,3,1,131007,50.2,2009,37,51.14,38.33,0
14008,14367,Historical,262682,D,0,0,2296647,44.95,2005,19,22.35,18.99,0
22687,23197,Historical,504091,D,0,0,4741567,259.0,2007,16,131.3,78.78,0
71094,79544,Historical,789734,S,4,1,1528718,47.99,2006,32,0.0,24.49,0
73323,82053,Historical,568982,S,0,0,330590,42.5,1998,36,18.92,19.74,0
46191,52069,Historical,152748,S,0,0,628763,109.0,2003,14,53.99,47.95,0
22087,22591,Historical,55786,D,3,1,1178893,54.95,2002,40,39.78,10.0,0
34759,35547,Historical,623511,D,6,1,367958,204.0,2009,18,161.49,193.03,0
3101,3250,Historical,871784,D,2,1,10185703,0.0,2012,13,135.49,0.0,0
51339,57310,Historical,2090179,S,0,0,30143,49.99,2012,40,0.0,32.49,0
35909,37232,Historical,877665,S,2,1,704882,105.0,2002,7,26.97,36.94,1
9501,9780,Historical,50520,D,6,1,382710,249.95,2006,91,125.59,71.34,1
28322,28938,Historical,223832,D,1,0,5656856,64.0,2000,19,8.44,30.49,0
61532,68618,Historical,641486,S,4,1,513790,69.95,2010,25,0.0,0.0,0
40215,45015,Historical,644842,S,9,1,1148971,272.25,2013,28,153.43,133.39,0
41809,47515,Historical,636988,S,2,1,1437721,109.0,2004,23,103.2,82.29,0
2027,2120,Historical,914424,D,4,1,1014251,29.95,2003,22,0.0,32.56,0
15373,15759,Historical,652049,D,4,1,157445,25.77,2005,29,89.3,24.41,1
33033,33774,Historical,894130,D,3,1,3873607,0.0,2003,22,47.97,70.0,0
13394,13749,Historical,2314572,D,1,0,1854143,90.95,1994,31,118.99,56.27,0
3670,3869,Historical,2405166,D,0,0,5487875,99.0,1991,16,51.12,446.28,0
71233,79689,Historical,893090,S,2,1,287478,74.95,2015,14,68.17,59.16,0
67136,75000,Historical,248785,S,1,0,608135,89.95,2005,15,119.97,67.93,0
71943,80454,Historical,409256,S,3,1,823728,59.0,1996,136,0.0,18.94,0
3386,3553,Historical,2257066,D,5,1,1776348,40.85,2009,52,0.0,38.79,0
37307,40084,Historical,616429,S,5,1,1204876,268.95,1990,67,4.2,44.15,0
37290,40026,Historical,611910,S,3,1,448383,46.0,2013,13,30.14,33.04,0
69266,77418,Historical,162580,S,2,1,155430,71.0,2009,34,46.55,53.68,0
30425,31096,Historical,536433,D,3,1,708019,229.2,2012,51,14.48,161.11,0
48021,53929,Historical,135656,S,4,1,258839,43.95,2011,51,35.52,28.97,1
42788,48621,Historical,533168,S,6,1,1204129,99.95,2010,46,70.26,21.58,0
8938,9207,Historical,343167,D,1,0,202530,95.0,2002,12,31.27,73.39,0
67581,75509,Historical,57147,S,6,1,2377780,56.95,2004,47,28.59,7.14,0
34869,35661,Historical,525018,D,10,1,233713,190.0,2009,103,119.98,39.43,0
10969,11283,Historical,53813,D,4,1,593569,64.95,2005,222,47.19,10.22,0
24555,25098,Historical,2362068,D,1,0,2308943,125.0,2005,31,68.99,48.26,0
36602,38235,Historical,52138,S,2,1,1979461,153.5,2007,46,112.56,13.93,0
20026,20491,Historical,222848,D,2,1,239717,72.0,2008,20,60.74,53.99,0
71056,79504,Historical,51068,S,3,1,2569864,105.4,2004,35,91.07,13.92,0
37026,39468,Historical,2671080,S,3,1,2352648,107.95,1995,36,4.97,30.62,0
47402,53301,Historical,147080,S,2,1,1897586,80.95,2003,21,49.29,13.98,0
72781,81402,Historical,2405450,S,2,1,3639393,15.95,1990,36,0.0,15.52,0
34095,34864,Historical,630599,D,2,1,679609,75.0,2000,27,25.23,12.98,0
66335,74069,Historical,536378,S,4,1,23646,46.95,2013,38,26.84,33.99,0
67301,75176,Historical,623320,S,7,1,155300,214.95,2013,35,111.31,40.99,1
44096,49950,Historical,131519,S,1,0,837637,76.8,2001,34,48.99,47.87,1
1973,2066,Historical,903391,D,1,0,6329273,109.0,1993,18,142.45,82.4,0
57501,64041,Historical,3071855,S,7,1,2025468,19.95,2003,22,4.0,22.61,0
8724,8991,Historical,2648336,D,1,0,1270439,75.95,1999,26,46.85,50.9,0
35147,35969,Historical,158024,S,1,0,2252707,75.0,2004,27,49.58,4.0,0
37131,39706,Historical,527400,S,2,1,51534,27.44,2008,27,0.0,20.04,0
61986,69132,Historical,600757,S,4,1,155390,229.99,2011,44,36.98,121.69,0
17717,18139,Historical,911111,D,2,1,657995,44.95,2000,25,43.48,36.64,0
64793,72309,Historical,160726,S,0,0,950197,5.95,2009,53,32.74,5.95,0
37664,41035,Historical,913037,S,1,0,3721,15.95,2012,42,0.0,9.73,0
51157,57125,Historical,543786,S,3,1,1237574,91.95,2011,32,68.21,84.48,0
58116,64743,Historical,164024,S,4,1,1902827,18.36,1996,46,132.94,25.98,0
43247,49091,Historical,643038,S,4,1,2595073,199.0,1996,13,144.24,46.99,0
37055,39556,Historical,286935,S,3,1,730034,242.25,2001,33,0.0,39.97,0
12244,12582,Historical,187985,D,2,1,600309,104.99,2000,47,65.98,31.99,0
1302,1311,Historical,193035,D,1,0,11030945,54.95,1997,21,4.33,8.63,0
36641,38310,Historical,114635,S,1,0,206620,63.2,2003,24,20.89,49.31,0
5859,6089,Historical,875301,D,1,0,3017709,8.99,2007,29,83.98,8.99,1
18246,18672,Historical,169800,D,4,1,264885,209.95,2008,54,103.93,28.77,1
22484,22992,Historical,1482761,D,1,0,989312,0.0,2010,14,196.87,60.66,0
68599,76683,Historical,618922,S,2,1,323812,39.99,2012,57,32.99,29.48,0
45220,51081,Historical,55372,S,2,1,2772807,65.95,2003,52,78.93,24.24,0
34492,35270,Historical,2653356,D,4,1,3125327,35.96,1990,27,30.81,49.03,0
36253,37820,Historical,233896,S,0,0,1725124,85.0,2005,24,4.98,44.22,0
5263,5487,Historical,537687,D,6,1,26067,212.5,2012,73,80.72,78.28,0
72677,81263,Historical,112330,S,1,0,410872,137.75,2009,42,29.28,63.76,1
36346,37932,Historical,416537,S,9,1,245601,159.38,2005,37,123.98,52.0,0
60802,67799,Historical,551740,S,1,0,23444,95.0,2000,50,27.99,63.98,0
47491,53391,Historical,144792,S,9,1,3061859,64.6,2004,36,43.99,12.92,0
45269,51130,Historical,775789,S,0,0,1158518,135.0,2004,22,28.65,55.03,0
59102,65863,Historical,667326,S,4,1,138041,85.0,2012,19,43.99,54.52,0
642,650,Historical,198019,D,2,1,1959665,44.4,2009,26,37.71,17.89,0
71324,79792,Historical,567537,S,7,1,220319,87.95,2007,31,47.38,53.26,0
25294,25857,Historical,271000,D,0,0,698118,42.95,2011,101,26.48,5.94,0
7502,7745,Historical,52357,D,7,1,276297,15.06,2007,114,111.63,8.79,1
30005,30661,Historical,113159,D,1,0,954030,144.0,2009,25,67.0,82.21,1
26000,26579,Historical,902761,D,6,1,3388584,99.95,2005,17,35.63,72.83,0
12389,12729,Historical,295975,D,4,1,2451683,55.0,1998,32,4.0,11.86,0
17364,17777,Historical,248041,D,4,1,330272,65.0,2008,52,41.14,53.99,0
26011,26590,Historical,505639,D,5,1,56838,52.99,2010,111,41.98,13.91,0
2622,2740,Historical,146198,D,3,1,1323048,186.67,2010,17,74.76,0.0,0
5484,5711,Historical,117857,D,3,1,130611,68.53,2005,71,38.99,12.98,0
22523,23032,Historical,52164,D,6,1,1519629,114.67,2006,65,111.12,9.96,0
54683,60911,Historical,148129,S,8,1,298654,236.95,2005,40,5.87,32.95,0
5064,5288,Historical,176662,D,1,0,1425809,130.95,1998,48,96.78,17.99,1
61133,68153,Historical,530021,S,6,1,26184,156.95,2010,49,59.64,70.3,0
18882,19320,Historical,392577,D,1,0,962174,55.0,2005,43,50.95,14.32,0
63012,70298,Historical,594613,S,2,1,163437,44.99,2012,39,20.93,29.26,0
20055,20521,Historical,54626,D,7,1,818084,14.26,2006,69,119.98,8.79,1
4684,4905,Historical,146639,D,10,1,11213,209.2,2011,140,43.99,60.99,1
33323,34071,Historical,613551,D,10,1,1588193,52.95,2007,49,14.94,13.93,0
26494,27079,Historical,803793,D,1,0,2608774,189.0,2005,15,122.98,79.64,0
47793,53697,Historical,627909,S,6,1,563148,80.95,2012,31,11.49,14.74,1
7825,8077,Historical,254838,D,0,0,428422,49.95,2004,44,33.06,31.81,0
33780,34536,Historical,916962,D,4,1,756610,94.95,2000,34,48.33,41.03,0
56068,62472,Historical,649626,S,3,1,5108,34.99,2013,60,17.76,20.57,0
74620,83563,Historical,1482860,S,3,1,65018,116.67,2012,30,0.0,73.99,0
53417,59507,Historical,2470948,S,2,1,4221582,53.25,1994,18,73.97,112.59,0
43057,48898,Historical,288432,S,5,1,484277,43.0,2009,31,16.51,24.93,1
3039,3187,Historical,609096,D,5,1,6549041,235.95,1998,16,81.0,8.96,0
61032,68045,Historical,108596,S,8,1,2281735,119.68,2003,26,133.73,12.94,0
45644,51516,Historical,114227,S,3,1,2172255,118.0,2001,49,79.03,39.0,0
69636,77854,Historical,632094,S,3,1,76218,105.0,2012,30,59.23,75.06,0
25671,26243,Historical,52793,D,10,1,70786,63.95,2009,127,144.96,62.98,0
34246,35017,Historical,163042,D,3,1,88806,20.9,2010,115,68.5,22.99,0
521,529,Historical,561545,D,10,1,252034,85.75,2011,33,62.14,25.91,1
53358,59442,Historical,145552,S,3,1,2949438,26.67,2006,35,20.75,54.47,0
35138,35939,Historical,112110,S,3,1,850198,124.5,2000,51,0.0,0.0,1
57764,64326,Historical,158189,S,2,1,406755,45.95,2008,26,15.46,31.99,0
2123,2220,Historical,415706,D,10,1,1825126,96.75,2008,26,104.49,9.99,0
47313,53211,Historical,51445,S,6,1,2091229,122.67,2003,55,113.94,10.41,0
49392,55319,Historical,905657,S,2,1,815018,41.0,1999,24,19.73,79.01,0
69759,77996,Historical,120022,S,1,0,751108,70.0,2009,25,0.0,49.01,0
50694,56655,Historical,247463,S,1,0,475637,58.95,2005,42,64.03,26.73,0
46021,51898,Historical,164674,S,6,1,2845488,142.36,2003,17,11.26,77.81,0
39254,43851,Historical,650401,S,6,1,1107915,88.0,2010,13,59.92,28.8,0
46762,52651,Historical,410768,S,2,1,109965,75.0,2010,25,63.21,59.32,0
3025,3172,Historical,892781,D,2,1,114229,45.0,2014,51,15.04,13.98,0
56963,63455,Historical,772015,S,8,1,91591,34.76,2007,24,53.98,93.51,0
20985,21468,Historical,52550,D,3,1,170846,18.98,2010,91,78.23,16.99,0
3136,3285,Historical,178619,D,3,1,723210,61.95,2007,22,49.3,13.99,0
15098,15480,Historical,607389,D,7,1,2096798,143.0,2006,19,54.55,37.98,1
27244,27838,Historical,914828,D,7,1,497223,82.0,2008,60,108.75,34.11,1
61398,68452,Historical,638564,S,3,1,1125640,78.95,2011,39,4.0,40.05,0
73338,82069,Historical,1848704,S,2,1,1238203,32.99,2009,18,12.55,31.72,0
66825,74652,Historical,917942,S,0,0,724180,19.99,2006,18,26.64,12.88,0
73689,82489,Historical,248014,S,3,1,906130,39.95,2008,17,0.0,30.78,0
6003,6234,Historical,433340,D,4,1,696842,119.0,2006,39,122.98,81.64,0
27028,27619,Historical,252033,D,5,1,581620,97.95,2008,21,43.06,12.49,1
19621,20074,Historical,477635,D,5,1,3600130,141.95,2005,65,17.98,8.85,0
2954,3091,Historical,2663222,D,3,1,7859532,89.0,1994,12,71.99,49.5,0
18947,19388,Historical,721194,D,0,0,2621731,75.0,2003,21,15.69,14.01,0
52106,58108,Historical,697608,S,7,1,1426348,150.0,1997,25,18.33,72.93,0
4603,4824,Historical,861204,D,11,1,92384,117.73,2013,23,49.71,602.99,1
41885,47640,Historical,920426,S,2,1,153565,64.6,2014,32,27.83,46.24,1
59467,66275,Historical,530701,S,2,1,582474,64.99,2011,21,28.48,40.97,0
4118,4327,Historical,177091,D,8,1,797513,71.95,2004,28,65.47,55.23,0
39994,44751,Historical,895365,S,3,1,752428,178.67,2013,19,88.98,138.82,0
59346,66134,Historical,530765,S,3,1,828202,38.25,2011,14,26.27,27.36,0
60694,67668,Historical,272473,S,5,1,33001,39.95,2011,32,22.98,32.98,0
14925,15305,Historical,110452,D,19,1,399991,99.75,2009,39,72.49,53.46,0
40423,45301,Historical,879940,S,5,1,62273,189.6,2014,21,95.24,85.93,0
67138,75002,Historical,544227,S,1,0,622984,49.95,2012,17,0.0,24.9,0
49266,55193,Historical,625897,S,2,1,2989856,339.0,2004,18,127.99,119.25,0
65608,73266,Historical,267153,S,2,1,133370,96.0,2006,15,177.98,43.99,0
41030,46083,Historical,1592784,S,3,1,219018,115.0,2006,15,0.0,109.6,0
2695,2816,Historical,747829,D,6,1,2911158,37.55,2005,20,68.99,51.61,0
14671,15046,Historical,52960,D,6,1,379077,128.2,2009,71,85.08,42.99,0
27224,27817,Historical,422111,D,1,0,193298,75.6,2008,58,43.92,41.22,1
69787,78029,Historical,686757,S,4,1,180313,20.95,2011,82,21.73,13.97,0
68831,76936,Historical,1533924,S,2,1,1762309,69.95,2007,15,79.61,59.28,0
58717,65433,Historical,268398,S,2,1,92742,70.0,2005,22,0.0,0.0,0
68910,77023,Historical,896759,S,3,1,21753,50.0,2015,24,30.82,29.89,0
66042,73746,Historical,609666,S,2,1,301714,47.95,2000,58,33.48,12.74,0
41743,47356,Historical,2085516,S,5,1,245952,50.0,2013,16,0.0,46.34,0
38111,41835,Historical,179034,S,3,1,3762021,80.95,1998,31,48.99,8.14,0
17189,17601,Historical,872428,D,4,1,2117735,133.0,1995,28,68.98,41.48,0
36351,37937,Historical,434933,S,7,1,614763,100.4,2008,15,104.8,43.89,0
47661,53564,Historical,56792,S,5,1,1378509,124.95,2007,49,99.18,103.87,0
32822,33559,Historical,2599621,D,1,0,2777755,119.0,1994,11,64.72,28.99,0
38251,42216,Historical,2332379,S,5,1,1329298,101.2,1993,15,98.99,80.91,0
34206,34977,Historical,56598,D,5,1,20153,222.25,2010,129,112.64,33.98,1
61158,68182,Historical,111027,S,6,1,1603879,104.57,2007,19,0.0,72.87,0
71945,80456,Historical,643880,S,8,1,298011,44.95,2010,34,0.0,43.49,1
46761,52650,Historical,261386,S,1,0,779529,60.0,2002,40,62.43,43.97,1
616,624,Historical,120721,D,9,1,1057273,226.67,2008,18,126.03,173.99,0
38920,43334,Historical,577037,S,4,1,828683,315.95,2001,42,127.18,146.92,0
5211,5435,Historical,113457,D,2,1,113378,112.0,1997,39,56.94,43.98,0
48685,54603,Historical,105694,S,3,1,1274767,79.95,2000,19,62.44,42.99,0
63158,70453,Historical,893260,S,2,1,887585,52.95,2014,36,45.94,42.87,0
9722,10003,Historical,146486,D,7,1,109900,103.6,2010,78,56.6,50.84,0
56900,63388,Historical,621908,S,2,1,452457,160.95,2012,50,40.67,56.19,0
31810,32512,Historical,671987,D,2,1,5488,19.95,2010,44,0.0,14.17,0
42588,48417,Historical,525044,S,24,1,1181804,65.95,2011,22,58.7,10.98,0
69242,77393,Historical,182950,S,2,1,45910,73.96,2003,20,6.03,59.29,0
56912,63400,Historical,182779,S,7,1,459660,230.95,2003,60,13.98,61.3,0
59241,66020,Historical,537718,S,4,1,250981,50.0,2013,38,27.99,19.74,0
43102,48944,Historical,256304,S,3,1,542655,39.95,2004,40,10.59,34.65,0
5280,5504,Historical,533636,D,6,1,273041,233.95,2012,174,154.6,38.98,0
5805,6035,Historical,529442,D,4,1,733973,185.0,2011,27,74.98,72.16,0
7833,8085,Historical,109724,D,10,1,475779,83.98,2006,26,0.0,0.0,0
44764,50622,Historical,212458,S,7,1,2468071,85.6,2004,22,68.99,83.27,0
31001,31682,Historical,525717,D,5,1,88375,184.95,2010,75,64.59,20.98,1
1119,1127,Historical,871049,D,1,0,2277803,74.95,2006,34,15.09,9.97,0
28413,29029,Historical,492172,D,8,1,7933,156.95,2012,83,31.99,56.96,0
1342,1352,Historical,2254487,D,4,1,4180816,147.84,2008,48,0.0,36.22,0
53641,59750,Historical,111095,S,6,1,23303,114.75,2009,73,44.89,73.97,0
67980,75963,Historical,561108,S,2,1,839705,94.4,2007,103,36.99,9.98,1
6220,6453,Historical,696687,D,8,1,285315,54.98,2009,17,102.99,54.26,0
48851,54772,Historical,597979,S,2,1,160464,62.95,2008,91,38.16,35.98,0
70832,79256,Historical,54003,S,3,1,1110045,7.98,2006,126,73.75,7.92,0
28105,28721,Historical,609705,D,3,1,766608,79.0,2003,38,19.0,49.75,0
44261,50115,Historical,157737,S,2,1,956340,56.95,2010,76,32.6,27.99,1
3936,4139,Historical,271065,D,10,1,62131,90.0,2011,30,109.1,60.88,0
74657,83605,Historical,577173,S,4,1,66436,49.0,2012,13,0.0,0.0,0
13665,14020,Historical,246633,D,1,0,330357,62.95,2009,40,33.89,43.87,1
47559,53461,Historical,859702,S,7,1,4078217,235.95,2008,17,192.31,254.95,0
3350,3516,Historical,3066277,D,0,0,2026564,49.95,1999,24,12.65,18.48,0
1144,1152,Historical,901572,D,3,1,707087,110.95,1999,12,74.17,62.01,0
64028,71427,Historical,910124,S,2,1,819501,54.99,2004,24,18.26,33.93,0
45363,51225,Historical,58023,S,3,1,3069491,72.0,2002,43,96.93,18.0,0
36300,37880,Historical,132543,S,10,1,1275540,81.8,2007,13,82.93,22.98,0
2784,2909,Historical,2560840,D,1,0,9761549,47.5,1980,18,43.63,62.97,0
59351,66139,Historical,619074,S,2,1,34073,39.95,1994,56,18.89,21.75,0
28082,28697,Historical,130339,D,2,1,129547,167.4,2010,72,128.74,58.75,1
20896,21377,Historical,254134,D,4,1,44257,166.95,2011,58,59.47,37.55,1
52847,58879,Historical,1908319,S,5,1,176923,13.99,2013,60,6.99,7.98,0
62379,69596,Historical,619039,S,2,1,428587,45.6,2001,35,0.0,0.0,0
51282,57253,Historical,904168,S,3,1,2478459,169.99,2001,15,122.5,48.99,0
19117,19561,Historical,246592,D,1,0,1252481,69.95,2008,36,29.53,25.0,0
45288,51149,Historical,870392,S,3,1,2260978,94.95,2005,18,7.59,23.98,1
14330,14695,Historical,727991,D,1,0,1014656,64.95,1998,18,63.89,43.21,0
32929,33667,Historical,50234,D,8,1,1500165,10.97,2007,108,65.07,9.49,0
11890,12219,Historical,658954,D,2,1,989721,238.0,2004,18,145.99,226.98,0
66226,73948,Historical,620399,S,1,0,457353,76.95,1999,40,28.47,33.99,0
63142,70436,Historical,637277,S,3,1,363216,46.0,2005,26,28.01,43.99,0
65964,73654,Historical,632053,S,1,0,184252,123.95,2013,49,78.98,73.53,0
46268,52148,Historical,178859,S,1,0,241611,131.95,2011,40,110.65,83.55,0
7154,7392,Historical,2366616,D,0,0,3033818,56.0,1994,19,45.99,56.97,1
72371,80926,Historical,51760,S,6,1,1182483,145.33,2009,172,129.42,7.42,0
72534,81102,Historical,541847,S,2,1,140489,42.0,2011,31,24.34,24.36,0
41572,47012,Historical,867630,S,7,1,10330,58.99,2014,19,42.98,50.97,0
68494,76561,Historical,613006,S,2,1,1465079,35.2,2005,72,8.3,46.99,0
11215,11537,Historical,651883,D,2,1,77460,69.0,2009,54,58.99,30.37,0
42372,48179,Historical,1827195,S,6,1,474064,144.95,2014,30,91.98,123.98,0
63374,70697,Historical,2398589,S,3,1,627052,85.95,1994,39,83.08,41.33,0
38520,42572,Historical,296047,S,8,1,1913248,257.95,2003,31,78.5,22.85,0
9698,9978,Historical,132006,D,7,1,1778277,118.67,2005,38,27.98,10.49,0
17964,18389,Historical,50369,D,2,1,2341688,149.33,2005,32,141.8,14.98,0
8844,9112,Historical,54035,D,4,1,166766,42.4,2008,194,80.6,15.17,0
60610,67571,Historical,917528,S,2,1,121165,69.95,2013,48,37.5,42.36,0
49307,55234,Historical,630102,S,4,1,1164904,61.95,2009,21,41.98,50.27,0
64957,72504,Historical,644626,S,2,1,857760,53.0,2012,16,0.0,40.0,0
51840,57832,Historical,1595436,S,1,0,389617,27.95,2013,38,9.03,5.78,0
27155,27748,Historical,53164,D,3,1,308997,165.33,2009,108,72.95,29.98,0
30266,30936,Historical,271027,D,2,1,101982,59.0,2010,78,53.99,28.98,0
46474,52357,Historical,169774,S,2,1,421594,260.95,2008,28,74.91,167.59,0
44414,50268,Historical,860308,S,9,1,420206,191.6,2011,22,141.83,88.99,0
50506,56461,Historical,627539,S,7,1,444286,80.95,2008,27,0.0,0.0,0
13951,14310,Historical,697152,D,0,0,3847504,97.65,1997,25,49.93,33.99,0
42464,48277,Historical,608098,S,6,1,1338747,72.95,2009,28,0.0,45.3,0
49335,55262,Historical,520844,S,5,1,1305617,324.99,2007,13,126.08,19.64,0
7588,7834,Historical,910381,D,1,0,730175,42.4,2014,31,14.86,12.07,0
40693,45655,Historical,664415,S,6,1,699533,179.33,2013,17,111.99,135.98,0
46245,52123,Historical,681770,S,11,1,1259642,24.96,2006,14,0.0,132.99,0
44072,49926,Historical,183996,S,3,1,2223569,217.95,2004,41,23.69,13.49,0
38195,42074,Historical,2097510,S,0,0,71901,79.99,2013,17,48.99,52.15,0
12073,12406,Historical,158093,D,0,0,2331940,62.5,2005,16,65.31,20.98,0
63564,70901,Historical,53524,S,7,1,2536467,118.0,2001,68,131.5,24.6,0
5283,5507,Historical,435065,D,6,1,38807,189.8,2012,133,58.28,63.98,0
50520,56475,Historical,255409,S,3,1,56956,49.95,2005,59,42.57,34.65,0
69433,77619,Historical,526706,S,7,1,452652,57.95,2009,43,13.93,28.64,0
74364,83249,Historical,910995,S,3,1,953610,32.0,1989,18,0.0,17.89,0
